SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,title_similarity,shared_tokens,prob_estimate,sup_pack,amz_pack,pack_bucket,SupplierURL,AmazonURL,fba_seller_count,Category
VINYL ROLL 1.2M MARBLE EFFECT,Hode Marble Sticky Back Plastic 30cm X 2m Granite White Grey Vinyl Wrap Contact Paper Self Adhesive Wallpaper Waterproof PVC Roll for Kitchen Countertop Furniture Easy to Remove,5017403137207.0,635028027915.0,B07PHM6VLS,1.008,5.49,-0.0549999999999996,-3.956834532374072,500.0,500.0,500,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.928,Char TF-IDF cosine=0.276,Word TF-IDF cosine=0.260,Shared tokens=4,Measurement closeness=0.600",false,0.126,4,0.9283,,,NEITHER,https://www.efghousewares.co.uk/vinyl-roll-1-2m-marble-effect-109558,https://www.amazon.co.uk/dp/B07PHM6VLS,Available (see Keepa data),Diy   Tools
MASON PALM SANDER PADS 6 PIECES,"40 Pieces Mouse Detail Sander Paper, Sanding Sheets Hook and Loop Assorted 60/80/120/240 Grits 5 Holes Detail Sandpaper Black and Decker Detail Palm Sander Pads",5060298505484.0,8190290835528.0,B0893CMH5D,1.008,8.49,1.885,135.61151079136687,50.0,,50,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.931,Char TF-IDF cosine=0.412,Word TF-IDF cosine=0.335,Shared tokens=4",false,0.232,4,0.9311,6,40,BOTH_DIFFERENT,https://www.efghousewares.co.uk/mason-palm-sander-pads-6-pieces-123914,https://www.amazon.co.uk/dp/B0893CMH5D,Available (see Keepa data),Diy   Tools
PPS FOIL FLAN 5 DISHES ROUND LARGE,20 Aluminium Foil Trays with Paper Lids – Round Foil Flan Dishes – Durable and Food Grade Tin Pie Cases – Oven and Freezer Safe – Baking Trays Containers - 9 inch-23cm,5030481930669.0,5060659231021.0,B08G1Y82GN,0.804,11.98,3.823333333333333,313.38797814207646,200.0,200.0,200,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.927,Char TF-IDF cosine=0.359,Word TF-IDF cosine=0.331,Shared tokens=4",false,0.289,4,0.9274,,,NEITHER,https://www.efghousewares.co.uk/pps-foil-flan-5-dishes-round-large,https://www.amazon.co.uk/dp/B08G1Y82GN,Available (see Keepa data),Disposable Tableware
GLAMOUR CONNECTION LOOFAH WITH ROPE,Exfoliating Loofah Puff Back Scrubber Strap Bath Shower Body Sponge Brush Clean (Dark blue),5025572268363.0,5025572268363.0,B091Z38JSX,1.008,3.99,-1.395,-100.35971223021582,,,0,TIER_1_A_VERIFIED,93,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=0.926,Char TF-IDF cosine=0.180,Word TF-IDF cosine=0.063,Shared tokens=1,EAN match, no pack markers in either title (assumed single-unit)",true,0.323,1,0.9256,,,NEITHER,https://www.efghousewares.co.uk/glamour-connection-loofah-with-rope,https://www.amazon.co.uk/dp/B091Z38JSX,,Bathroom   Cosmetics   Beauty
GLAMOUR CONNECTION LOOFAH WITH ROPE,Exfoliating Loofah Puff Back Scrubber Strap Bath Shower Body Sponge Brush Clean (Black),5025572268363.0,5025572268363.0,B091Z4BPX1,1.008,7.35,2.625000000000001,188.8489208633094,,,0,TIER_1_A_VERIFIED,93,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.928,Char TF-IDF cosine=0.186,Word TF-IDF cosine=0.064,Shared tokens=1,EAN match, no pack markers in either title (assumed single-unit)",true,0.333,1,0.9276,,,NEITHER,https://www.efghousewares.co.uk/glamour-connection-loofah-with-rope,https://www.amazon.co.uk/dp/B091Z4BPX1,,Bathroom   Cosmetics   Beauty
RYSONS HAIR & BEARD GROOMING KIT,"Remington All-in-One Grooming Kit Beard Trimmer (4 Attachments, Beard & Hair Comb, Nose & Ear, Detail Trimmer, Mini Foil Shaver, 3 Combs, Stainless Steel Blades, 40-Minute Run Time, Cordless) PG6020",5056239473011.0,5038061135633.0,B096KX2WZT,2.22,17.0,6.076666666666667,253.1944444444444,1000.0,,1000,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.930,Char TF-IDF cosine=0.365,Word TF-IDF cosine=0.420,Shared tokens=4",false,0.187,4,0.9304,,,NEITHER,https://www.efghousewares.co.uk/rysons-hair-beard-grooming-kit-105455,https://www.amazon.co.uk/dp/B096KX2WZT,,Bathroom   Cosmetics   Beauty
DID SCREWDRIVER SET 2PC,DID Gripped Stubby Phillips & Slotted Screwdriver Set 2PC,5056338360267.0,5056338357892.0,B0979NB218,1.14,7.98,1.6900000000000002,112.66666666666669,,,0,TIER_3_NEEDS_REVIEW,93,EAN_MISMATCH,"Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.929,Char TF-IDF cosine=0.536,Word TF-IDF cosine=0.646,Shared tokens=3",false,0.59,3,0.9293,2,2,BOTH_EQUAL,https://www.efghousewares.co.uk/did-screwdriver-set-2pc-119245,https://www.amazon.co.uk/dp/B0979NB218,,Diy   Tools
BUTTERCUP GIRLS ALICE BANDS FABRIC ASSORTED PACK OF 5,"10 Pcs Colourful Girls Headbands, Flower Strip Plain Hair Bands Head Bands Hairbands Floral Fabric Pink Hair Hoop Alice Bands for Girls Children Kids",5056175972814.0,,B098D22C4J,1.008,4.99,0.9983333333333342,71.82254196642691,200.0,200.0,200,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.934,Char TF-IDF cosine=0.442,Word TF-IDF cosine=0.320,Shared tokens=4,Pack-count difference detected",false,0.269,4,0.9335,5,10,BOTH_DIFFERENT,https://www.efghousewares.co.uk/buttercup-girls-alice-bands-fabric-assorted-pack-of-5-125055,https://www.amazon.co.uk/dp/B098D22C4J,Available (see Keepa data),Bathroom   Cosmetics   Beauty
PPS KRAFT DOUBLE WALL CUP 8OZ 25 PIECES,"Paper Cups - Double Wall Coffee Cup - Unique Aqueous Lining, Plastic-Free - Certified Home & Industrial Compostable - 8 oz - Biodegradable for Hot & Cold Drinks 25 Pcs (No Lids)",5030481970511.0,7426968333012.0,B09LZ4RB6X,1.344,9.99,2.005000000000001,120.059880239521,50.0,50.0,50,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.931,Char TF-IDF cosine=0.203,Word TF-IDF cosine=0.149,Shared tokens=4",false,0.297,4,0.931,25,25,BOTH_EQUAL,https://www.efghousewares.co.uk/pps-kraft-double-wall-cup-8oz-25-pieces-123576,https://www.amazon.co.uk/dp/B09LZ4RB6X,Available (see Keepa data),Disposable Tableware
MASON WET & DRY ABRASIVE PAPER SET 10 PIECES,"Aucenix 12PCS Sandpaper, 120 to 2000 Mixed Grits Assorted Sanding Paper Pack for Wood, Fine & Coarse Wet & Dry Waterproof Abrasive Paper Sheets for Walls, Metal Plastic, Furniture Finishing, Polishing",5060298505354.0,735626247743.0,B0B2NRYP7N,1.008,4.99,0.4183333333333342,30.09592326139095,100.0,100.0,100,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.929,Char TF-IDF cosine=0.337,Word TF-IDF cosine=0.328,Shared tokens=4",false,0.326,4,0.9285,10,12,BOTH_DIFFERENT,https://www.efghousewares.co.uk/mason-wet-dry-abrasive-paper-set-10-pieces-123909,https://www.amazon.co.uk/dp/B0B2NRYP7N,Available (see Keepa data),Diy   Tools
BEAU MERMAID X4PC SHELL HAIR CLIPS 3 COLS,Mermaid Tail Hair Sparkling Pin Aurora Sequins Fish Tail Hairpin Crocodile Clips Hair Clip Starfish Shell Mermaid Design Hair Clips Accessories for Women and Girls-6 pcs,5050565844996.0,,B0C8HDGMRH,1.008,5.99,0.4716666666666669,33.93285371702639,,,0,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.934,Char TF-IDF cosine=0.468,Word TF-IDF cosine=0.273,Shared tokens=4,Pack-count difference detected",false,0.276,4,0.9336,4,6,BOTH_DIFFERENT,https://www.efghousewares.co.uk/beau-mermaid-x4pc-shell-hair-clips-3-cols-120136,https://www.amazon.co.uk/dp/B0C8HDGMRH,Available (see Keepa data),Bathroom   Cosmetics   Beauty
RYSONS AIRESS TRILOGY 3 AIR FRESHENER REFILLS MADAGASCAN SPRING,"Febreze 3Volution Air Freshener Plug In Refill Spring Awakening 3x20ML, 3 Alternating Scents To Fight Odours",5056239450562.0,8700216462587.0,B0DJWJCR2P,1.14,8.0,1.7566666666666666,117.1111111111111,,,0,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.931,Char TF-IDF cosine=0.218,Word TF-IDF cosine=0.126,Shared tokens=4",false,0.365,4,0.9312,,,NEITHER,https://www.efghousewares.co.uk/rysons-airess-trilogy-3-air-freshener-refills-madagascan-spring-125976,https://www.amazon.co.uk/dp/B0DJWJCR2P,,Candles Air Fresheners Diffuse
GLAMOUR STUDIO FALSE NAILS W/GLUE GLITTER,Glitter False Nails with Glue - Medium Oval Press on Nails French Tip - 24PCS Pink Stick on nails - 12 Sizes Fake Nails Full Cover - Acrylic Glue on nails Long Lasting for Women French Manicure Home,5050565493156.0,,B0FFZ5ZRFT,1.008,2.99,-0.6083333333333328,-43.76498800959229,,,0,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,UNPROFITABLE,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.932,Char TF-IDF cosine=0.427,Word TF-IDF cosine=0.287,Shared tokens=4",false,0.243,4,0.9321,,24,ONLY_AMZ,https://www.efghousewares.co.uk/false-nails-w/glue-glitter-108765,https://www.amazon.co.uk/dp/B0FFZ5ZRFT,Available (see Keepa data),Bathroom   Cosmetics   Beauty
STATUS SMART LED TAPE LIGHT,"Nexillumi 10M LED Strip Lights, Smart Bluetooth Light Strips with App & Remote, Colour Changing LED Tape Lights, Music Sync Dimmable RGB Lighting for Bedroom, Living Room, Kitchen, Ceiling & Party",5022822218048.0,760606418103.0,B0GCDP55BN,17.808,9.99,-9.695,-62.99545159194282,800.0,800.0,800,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.928,Char TF-IDF cosine=0.341,Word TF-IDF cosine=0.305,Shared tokens=4",false,0.235,4,0.9275,,,NEITHER,https://www.efghousewares.co.uk/status-smart-led-tape-light-104602,https://www.amazon.co.uk/dp/B0GCDP55BN,Available (see Keepa data),Light Bulbs
PAN AROMA CANDLE 2PK ORCHID&FLUFFY TOWL EACH,Pan Aroma Glass Candle Set of 2 Fresh Linen and Jasmine,5050375106468.0,,B005HI2N96,1.08,7.75,1.6295833333333338,112.3850574712644,,,0,TIER_3_NEEDS_REVIEW,92,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.923,Char TF-IDF cosine=0.248,Word TF-IDF cosine=0.179,Shared tokens=3",false,0.505,3,0.9231,2,2,BOTH_EQUAL,https://www.efghousewares.co.uk/pan-aroma-candle-2pk-orchid-fluffy-towl-each,https://www.amazon.co.uk/dp/B005HI2N96,,Other
TIDYZ BIN LINER SILVER 10 BAG 50LTR,Xtra 100 Silver Extra Strong Refuse Sacks 50L,5025364002229.0,5025364002229.0,B01NBIRHHD,0.804,7.37,1.281666666666667,105.05464480874318,,,0,TIER_1_A_VERIFIED,92,BRAND_MISMATCH,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.918,Char TF-IDF cosine=0.206,Word TF-IDF cosine=0.061,Shared tokens=1,Measurement closeness=1.000,EAN match, no pack markers in either title (assumed single-unit)",true,0.4,1,0.9181,,,NEITHER,https://www.efghousewares.co.uk/tidyz-bin-liner-silver-10-bag-50ltr,https://www.amazon.co.uk/dp/B01NBIRHHD,,Other
FUJIN BOWL SMALL 12X5CM 6 PIECES,"6 Pieces Soy Sauce Dish, 7.3 x 2.7 cm Square Dip Bowls, Small Mini Dipping Bowls,Dishwasher Safe Small Serving Dish,Dip Bowl for Tapas,Dining and Party, 7.3cm Side Seasoning Dish for Sushi Snacks",6262597811948.0,9151345447850.0,B0FZW6NNVR,3.492,7.99,0.2983333333333335,8.622350674373802,,,0,TIER_3_NEEDS_REVIEW,92,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.922,Char TF-IDF cosine=0.247,Word TF-IDF cosine=0.160,Shared tokens=4,Measurement closeness=0.685",false,0.071,4,0.9219,6,6,BOTH_EQUAL,https://www.efghousewares.co.uk/fujin-bowl-small-12x5cm-6-pieces-124004,https://www.amazon.co.uk/dp/B0FZW6NNVR,Available (see Keepa data),Other
AMTECH BI-METAL HOLESAW 76MM,"Amtech - 76mm Hole Saw, M35 High-Speed Steel Metal Hole Saw with 39mm Cutting Depth for Wood, Plastic, Metal Sheets, and More, Durable and Heat-Resistant, 4-6 Teeth Per Inch",5032759052066.0,,B0DS61YF4P,5.496,9.49,-0.8179166666666664,-15.943794671864842,,,0,TIER_3_NEEDS_REVIEW,92,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.917,Char TF-IDF cosine=0.299,Word TF-IDF cosine=0.119,Shared tokens=3,Measurement closeness=1.000",false,0.256,3,0.9167,,,NEITHER,https://www.efghousewares.co.uk/amtech-bi-metal-holesaw-76mm-119138,https://www.amazon.co.uk/dp/B0DS61YF4P,,Other
TIDYZ FOOD BAG 300PCS,Tidy 300 Food Bags Reusable Fresh Food Storage Bags For Longer All Food Type used Standard Strength |19cm x 17cm (Pack of 1),5025364005572.0,5025364005572.0,B0FF4C3CSZ,0.744,4.51,-0.1916666666666665,-16.381766381766372,,,0,TIER_1_B_AUDIT_OUT,92,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=0.920,Char TF-IDF cosine=0.291,Word TF-IDF cosine=0.180,Shared tokens=1,Pack-count difference detected,EAN match but pack differs (sup=300, amz=1) — audit NetProfit",true,0.225,1,0.92,300,1,BOTH_DIFFERENT,https://www.efghousewares.co.uk/tidyz-food-bag-300pc-106239,https://www.amazon.co.uk/dp/B0FF4C3CSZ,,Other
151 DECORATORS TOOLS MINI ROLLER &TRAY SET,MINI Roller & Tray Set,5050375050693.0,,B07B8VRWFS,1.476,4.49,-1.0095833333333333,-56.718164794007485,,,0,TIER_3_NEEDS_REVIEW,92,"AMAZON_EAN_MISSING,UNPROFITABLE,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.922,Char TF-IDF cosine=0.639,Word TF-IDF cosine=0.774,Shared tokens=3",false,0.656,3,0.9222,,,NEITHER,https://www.efghousewares.co.uk/151-decorators-paint-roller-mini-set-5-9,https://www.amazon.co.uk/dp/B07B8VRWFS,,Other
AMTECH BI-METAL HOLESAW 32MM,"Amtech - 32mm Hole Saw, M35 High-Speed Steel Metal Hole Saw with 39mm Cutting Depth for Wood, Plastic, Metal Sheets, and More, Durable and Heat-Resistant, 4-6 Teeth Per Inch",5032759051991.0,,B0DS67Q9KW,2.712,4.99,-1.685416666666666,-59.97924080664293,,,0,TIER_3_NEEDS_REVIEW,92,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.916,Char TF-IDF cosine=0.289,Word TF-IDF cosine=0.107,Shared tokens=3,Measurement closeness=1.000",false,0.267,3,0.916,,,NEITHER,https://www.efghousewares.co.uk/amtech-bi-metal-holesaw-32mm-119135,https://www.amazon.co.uk/dp/B0DS67Q9KW,,Other
EVEREADY LED BULB WARM WHT CANDLE ES 6W PK5,6W LED Candle Opal E27 WW S13614,5050028163954.0,,B07KCDJZ9P,4.296,5.45,-2.679583333333333,-64.88095238095238,,,0,TIER_3_NEEDS_REVIEW,92,"AMAZON_EAN_MISSING,UNPROFITABLE,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.923,Char TF-IDF cosine=0.209,Word TF-IDF cosine=0.116,Shared tokens=3,Measurement closeness=1.000",false,0.427,3,0.9226,5,,ONLY_SUP,https://www.efghousewares.co.uk/eveready-led-bulb-warm-wht-candle-es-6w-pk5,https://www.amazon.co.uk/dp/B07KCDJZ9P,,Other
AMTECH UTILITY KNIFE/5 BLADES,Amtech S0310 Utility Knife,5032759020614.0,,B006LXLZB8,1.44,4.02,-1.3125000000000004,-75.00000000000003,,,0,TIER_3_NEEDS_REVIEW,92,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.919,Char TF-IDF cosine=0.684,Word TF-IDF cosine=0.666,Shared tokens=3",false,0.727,3,0.9186,,,NEITHER,https://www.efghousewares.co.uk/amtech-utility-knife-5-blades,https://www.amazon.co.uk/dp/B006LXLZB8,,Other
EVEREADY LED BULB WARM WHT CANDLE SBC 6W PK5,6W LED Candle Opal B15 WW S13612,5050028163930.0,,B07KCH1VB9,4.296,4.74,-3.1825,-77.05811138014528,,,0,TIER_3_NEEDS_REVIEW,92,"AMAZON_EAN_MISSING,UNPROFITABLE,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.920,Char TF-IDF cosine=0.189,Word TF-IDF cosine=0.112,Shared tokens=3,Measurement closeness=1.000",false,0.421,3,0.9197,5,,ONLY_SUP,https://www.efghousewares.co.uk/eveready-led-bulb-warm-wht-candle-sbc-6w-pk5,https://www.amazon.co.uk/dp/B07KCH1VB9,,Other
PAINT FACTORY COLOUR IT BLACK MATT 250ML,White Gloss Spray Paint Interior and Exterior 250 ml Can,5055319571302.0,5055319571302.0,B00CI3Y87S,1.476,4.52,-1.643333333333333,-92.32209737827716,,,0,TIER_1_A_VERIFIED,92,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=0.922,Char TF-IDF cosine=0.115,Word TF-IDF cosine=0.033,Shared tokens=1,Measurement closeness=1.000,EAN match, no pack markers in either title (assumed single-unit)",true,0.375,1,0.922,,,NEITHER,https://www.efghousewares.co.uk/paint-factory-colour-it-black-matt-250ml,https://www.amazon.co.uk/dp/B00CI3Y87S,,Other
LONG BURN TEALIGHTS PK10,"White Wax Tea Light Candles in Aluminum Case, Pack of 10-7-Hour Burn Time, Unscented, Ideal for Candle Holders",5056283821820.0,5056283821820.0,B0BB8TX2QH,1.14,3.59,-1.3883333333333332,-92.55555555555554,,,0,TIER_1_A_VERIFIED,92,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=0.916,Char TF-IDF cosine=0.184,Word TF-IDF cosine=0.093,Shared tokens=1,EAN match + pack sizes equal",true,0.214,1,0.9159,10,10,BOTH_EQUAL,https://www.efghousewares.co.uk/long-burn-tealights-pk10,https://www.amazon.co.uk/dp/B0BB8TX2QH,,Other
TIDYZ 90 DOGGY BAGS FRAGNANCED,"Tidyz 1, 100, 200 or 600 - PREMIUM FRAGRANCED EXTRA STRONG BLACK Doggy Poo Poop Bags (1 x Box of 100)",5025364005893.0,7426805959900.0,B06XJ5CVGD,0.744,4.2,-0.7199999999999994,-61.5384615384615,50.0,,50,TIER_3_NEEDS_REVIEW,92,"EAN_MISMATCH,UNPROFITABLE","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.920,Char TF-IDF cosine=0.498,Word TF-IDF cosine=0.242,Shared tokens=3",false,0.315,3,0.92,,,NEITHER,https://www.efghousewares.co.uk/tidyz-90-doggy-bags-fragnanced-106237,https://www.amazon.co.uk/dp/B06XJ5CVGD,Available (see Keepa data),Bin Bag Carrier Bag Paper Bag
JCB LED D/L GLS BC 15W EACH,3 x JCB 15 W LED GLS Light Bulb BC / B22 Matte 6500 K Daylight 1560 lm (S10997),5050028108627.0,611517416484.0,B07198DYGT,1.884,13.24,4.5233333333333325,213.3647798742138,,,0,TIER_3_NEEDS_REVIEW,92,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.922,Char TF-IDF cosine=0.269,Word TF-IDF cosine=0.251,Shared tokens=4,Measurement closeness=1.000",false,0.353,4,0.9222,,,NEITHER,https://www.efghousewares.co.uk/jcb-led-d-l-gls-bc-15w-each,https://www.amazon.co.uk/dp/B07198DYGT,,Light Bulbs
RYSONS AIR FRESHENER REFILL SWEET OSMANTHUS,"Air Wick Aerosol-Free Automatic Air Freshener Spray Refill, Sweet Vanilla & Shea Butter, Pack 1 x 228ml, 24x7 Active Fresh Odour Neutraliser, Lasts Up to 70 Days, Air freshener For Home",5056239450043.0,5059001011992.0,B0BLZ71RNK,1.14,4.5,-1.25,-83.33333333333334,4000.0,,4000,TIER_3_NEEDS_REVIEW,92,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.917,Char TF-IDF cosine=0.345,Word TF-IDF cosine=0.268,Shared tokens=4",false,0.199,4,0.9172,,1,ONLY_AMZ,https://www.efghousewares.co.uk/rysons-air-freshener-refill-sweet-osmanthus,https://www.amazon.co.uk/dp/B0BLZ71RNK,,Candles Air Fresheners Diffuse
PPS SINGLE WALL CUP WHITE 8OZ 50 PIECES,"FOOGO Green 100pcs 8oz Disposable Strong Single-Wall White Paper Coffee Cups, FSC® Certified, Fully Compostable, Takeaway, Paper Cups for Hot Drinks, Parties, Eco-Friendly",5030481970702.0,5060737606161.0,B0CV2JVDHV,1.38,8.99,1.0816666666666677,63.62745098039222,300.0,300.0,300,TIER_3_NEEDS_REVIEW,92,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.919,Char TF-IDF cosine=0.239,Word TF-IDF cosine=0.199,Shared tokens=4",false,0.286,4,0.9192,50,100,BOTH_DIFFERENT,https://www.efghousewares.co.uk/pps-single-wall-cup-white-8oz-50-pieces-123582,https://www.amazon.co.uk/dp/B0CV2JVDHV,Available (see Keepa data),Disposable Tableware
BLOOME MIST AIR FRESHENER REFILL 20ML VANILLA PACK OF 12,"Air Wick Essential Mist Refills, Sweet Vanilla & Shea Butter, Pack 3 x 20 ml, Natural Essential Oils, Last up to 270 days, Air freshener",5056175943661.0,5059001024381.0,B0DWFZL6QD,14.772,17.99,-2.5270833333333345,-19.6507257646449,50.0,50.0,50,TIER_3_NEEDS_REVIEW,92,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.915,Char TF-IDF cosine=0.408,Word TF-IDF cosine=0.130,Shared tokens=4,Measurement closeness=1.000",false,0.216,4,0.9154,12,3,BOTH_DIFFERENT,https://www.efghousewares.co.uk/bloome-mist-air-freshener-refill-20ml-vanilla-pack-of-12-121466,https://www.amazon.co.uk/dp/B0DWFZL6QD,,Candles Air Fresheners Diffuse
RYSONS BATHROOM SOAP HOLDER 3PCE,"Inlefen 2 Pack Soap Dish,Non Slip Plastic Soap Holder with Drainage Holes for Bathroom,Kitchen & Travel,Keeps Soap Dry",5056239428080.0,,B0FJ1STR3T,1.476,2.97,-1.285,-72.19101123595505,,,0,TIER_3_NEEDS_REVIEW,92,"AMAZON_EAN_MISSING,UNPROFITABLE,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.924,Char TF-IDF cosine=0.473,Word TF-IDF cosine=0.330,Shared tokens=3",false,0.284,3,0.9238,,2,ONLY_AMZ,https://www.efghousewares.co.uk/rysons-bathroom-soap-holder-3pce-105671,https://www.amazon.co.uk/dp/B0FJ1STR3T,Available (see Keepa data),Bathroom   Cosmetics   Beauty
"MASON CABLE TIES WHITE 6"" 150 PIECES","100 Pack Cable Ties White, 6 inch Zip Ties, 3.6mm x 150mm Tidy Wires Long 40lbs Tensile Strength with UV Resistant, Nylon Plastic Self Locking Large Heavy Duty Cable Wrap for Home Workshop and Garden",5060298504364.0,717661999344.0,B0FMN9V6JL,1.008,2.98,-1.7166666666666666,-123.50119904076736,100.0,100.0,100,TIER_3_NEEDS_REVIEW,92,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.920,Char TF-IDF cosine=0.293,Word TF-IDF cosine=0.250,Shared tokens=4",false,0.268,4,0.9199,150,100,BOTH_DIFFERENT,https://www.efghousewares.co.uk/mason-cable-ties-white-6-150-pieces-123871,https://www.amazon.co.uk/dp/B0FMN9V6JL,Available (see Keepa data),Diy   Tools
GLAMORIZE CLOUD CLAW CLIP ASSORTED LARGE,3 PCS Silk Hair Clip for Women Cloud Hair Claw Clips Large Chiffon Pleated Acrylic Jaw Barrettes Fashion High Cranial Crest Headdress Strong Hold Non Slip Hair Accessories for Thick Thin Curly Hair,5056683919196.0,,B0FQTH62WP,1.008,7.99,1.9583333333333344,140.8872901678658,,,0,TIER_3_NEEDS_REVIEW,92,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.925,Char TF-IDF cosine=0.297,Word TF-IDF cosine=0.208,Shared tokens=4",false,0.236,4,0.9247,,3,ONLY_AMZ,https://www.efghousewares.co.uk/glamorize-cloud-claw-clip-assorted-large-125057,https://www.amazon.co.uk/dp/B0FQTH62WP,Available (see Keepa data),Bathroom   Cosmetics   Beauty
