supplier_product_title,amazon_target_title,match_type,tier,ean_status,ean,ean_on_page,asin,sales_value,net_profit,roi,selling_price,supplier_price_ex_vat,supplier_price_inc_vat,fba_fee,referral_fee,fba_seller_count,fbm_seller_count,total_offer_count,bucket,inclusion_reason,rationale,confidence,validation_required,priority,match_similarity,match_verification_result,supplier_url,amazon_url
PPS FOIL SQUARE 3 DISHES,3 x SQUARE ALUMINIUM FOIL ROASTING DISH - 21 x 21 x 5cm disposable catering oven tray,EAN,T1,Confirmed,5030481930096.0,5030481930096.0,B01HI91IBA,,0.3149999999999993,28.37837837837831,5.97,0.56,0.672,2.65,0.9,,,2.0,B,Low FBA competition (0 sellers); High-demand category (food_wrap); Low source cost (GBP0.56) vs Amazon price (GBP5.97),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.28,Exact EAN match (title sim=0.28),https://www.efghousewares.co.uk/pps-foil-square-3-dishes-83524,https://www.amazon.co.uk/dp/B01HI91IBA
PPS BAGASSE WHITE 50 BOWLS 12 OZ,50 Pack 6' Inch 12oz Compostable Biodegradable Bagasse Bowls Eco Friendly,EAN,T1,Confirmed,5030481985195.0,5030481985195.0,B08RP67KBV,,0.3100000000000007,15.897435897435937,7.74,1.4,1.68,3.04,1.15,,Available (see Keepa data),6.0,B,Low FBA competition (0 sellers); High-demand category (kitchen); Low source cost (GBP1.40) vs Amazon price (GBP7.74),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.37,Exact EAN match (title sim=0.37),https://www.efghousewares.co.uk/pps-bagasse-white-50-bowls-12-oz,https://www.amazon.co.uk/dp/B08RP67KBV
PPS MICRO 4 ROUND CONTAINER+ LID 1000ML,Pack of 4 Food Storage Container With Lid Round 1000ml Kitchen Essential,EAN,T1,Confirmed,5030481930362.0,5030481930362.0,B07DC7Q2DV,,0.3099999999999995,26.050420168067184,5.52,0.64,0.768,2.41,0.69,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.64) vs Amazon price (GBP5.52),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.51,Exact EAN match (title sim=0.51),https://www.efghousewares.co.uk/pps-micro-4-round-container-lid-1000ml,https://www.amazon.co.uk/dp/B07DC7Q2DV
MARKSMAN FRAGILE PACKING TAPE 48MM X 50M 6 PACK,6 Rolls Pack Fragile Printed Tape 48mm x 50m Adhesive Packaging Tapes,EAN,T1,Confirmed,5038673720500.0,5038673720500.0,B00CFQ1DR6,,0.2983333333333331,8.905472636815915,8.95,2.8,3.36,2.65,1.16,,Available (see Keepa data),4.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.62,Exact EAN match (title sim=0.62),https://www.efghousewares.co.uk/marksman-fragile-packing-tape-48mm-x-50m-6-pack-122824,https://www.amazon.co.uk/dp/B00CFQ1DR6
CAROLINE 12 ROUND PLASTIC TUBS/LID 114ML 1431,"Caroline Round Plastic Tubs with Lids, Pack Of 12 - 1431",EAN,T1,Confirmed,5012145003223.0,5012145003223.0,B00DN75MDW,,0.2966666666666666,23.54497354497354,5.6,0.71,0.852,2.41,0.7000000000000001,,Available (see Keepa data),5.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.71) vs Amazon price (GBP5.60),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.78,Exact EAN match (title sim=0.78),https://www.efghousewares.co.uk/caroline-12-round-plastic-tubs-lid-114ml-1431,https://www.amazon.co.uk/dp/B00DN75MDW
TIDYZ TIE HANDLES 100  FREEZER BAGS,"TidyZ B0262 Freezer Bags, Large (Pack of 100)",EAN,T1,Confirmed,5025364002625.0,5025364002625.0,B00HLVK9K2,,0.2949999999999998,24.78991596638654,5.49,0.64,0.768,2.65,0.44,Available (see Keepa data),Available (see Keepa data),2.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.64) vs Amazon price (GBP5.49),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.53,Exact EAN match (title sim=0.53),https://www.efghousewares.co.uk/tidyz-tie-handles-100-freezer-bags,https://www.amazon.co.uk/dp/B00HLVK9K2
"AMTECH BUCKET SPATULA 6.5""","Amtech - Bucket Scoop for Scooping, Digging, and Lifting Various Materials, Home DIY, Rust-Resistant Stainless Steel, Non-Slip and Comfortable Grip (165mm)",EAN,T1,Confirmed,5032759047703.0,5032759047703.0,B0DGXBS7LF,,0.2866666666666659,8.660624370594139,8.54,2.76,3.312,2.42,1.1,,Available (see Keepa data),4.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.28,Exact EAN match (title sim=0.28),https://www.efghousewares.co.uk/amtech-bucket-spatula-6-5-119133,https://www.amazon.co.uk/dp/B0DGXBS7LF
PPS FOIL SQUARE 3 DISHES,3 x SQUARE ALUMINIUM FOIL ROASTING DISH - 23 x 23 x 5cm disposable catering oven tray,EAN,T1,Confirmed,5030481930133.0,5030481930133.0,B01HI7XUOA,,0.2716666666666668,23.219373219373235,5.99,0.62,0.744,2.65,0.9,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); High-demand category (food_wrap); Low source cost (GBP0.62) vs Amazon price (GBP5.99),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.28,Exact EAN match (title sim=0.28),https://www.efghousewares.co.uk/pps-foil-square-3-dishes,https://www.amazon.co.uk/dp/B01HI7XUOA
PAN AROMA COTTON FRESH TRIG/SPRAY 250ML,Pan Aroma Cotton Fresh Air Freshner -Trigger Spray-250Ml,EAN,T1,Confirmed,5053249212654.0,5053249212654.0,B01NA0ASUT,,0.2616666666666665,15.668662674650689,6.29,1.12,1.344,2.75,0.56,,Available (see Keepa data),5.0,B,Low FBA competition (0 sellers); High-demand category (kitchen/personal_care); Low source cost (GBP1.12) vs Amazon price (GBP6.29),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.83,Exact EAN match (title sim=0.83),https://www.efghousewares.co.uk/pan-aroma-cotton-fresh-trig/spray-250ml-104005,https://www.amazon.co.uk/dp/B01NA0ASUT
STRONG AS AN OX REMOVABLE PICTURE HOOK,Rapide Strong as an Ox Smart Hanging Hooks,EAN,T1,Confirmed,5055319529143.0,5055319529143.0,B07WK33XRM,,0.2616666666666664,18.824940047961608,4.43,0.84,1.008,1.46,0.58,Available (see Keepa data),Available (see Keepa data),2.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.60,Exact EAN match (title sim=0.60),https://www.efghousewares.co.uk/strong-as-an-ox-removable-picture-hook-111511,https://www.amazon.co.uk/dp/B07WK33XRM
AMTECH ASSORTED SCREWDRIVER 6PC SET(PZ+SL),"Amtech L0665 General Purpose Screwdriver Set, 6Pcs, 3 Pozi & 3 Slotted, Non-Slip Handles, Durable Carbon Steel Shafts",EAN,T1,Confirmed,5032759040100.0,5032759040100.0,B0BL1SKC5H,,0.2566666666666666,6.082148499210109,9.02,3.67,4.404,1.87,1.17,,Available (see Keepa data),3.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.42,Exact EAN match (title sim=0.42),https://www.efghousewares.co.uk/amtech-assorted-screwdriver-6pc-set-pz-sl-106832,https://www.amazon.co.uk/dp/B0BL1SKC5H
AMTECH PADLOCK RHOMBIC IRON 20MM,Amtech T0701 20mm Rhombic Chrome Plated Iron Padlock,EAN,T1,Confirmed,5032759038619.0,5032759038619.0,B008BQZGGS,,0.2500000000000001,17.857142857142865,4.74,0.85,1.02,1.7,0.6,,Available (see Keepa data),8.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.50,Exact EAN match (title sim=0.50),https://www.efghousewares.co.uk/amtech-padlock-rhombic-iron-20mm,https://www.amazon.co.uk/dp/B008BQZGGS
BLOOME WAX MELTS MYSTICAL WOODS,Wax Melts 12 Pack (Mystical Woods),EAN,T1,Confirmed,5055566988120.0,5055566988120.0,B071RDW38K,,0.2483333333333331,17.865707434052748,4.39,0.84,1.008,1.67,0.35,,,2.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.76,Exact EAN match (title sim=0.76),https://www.efghousewares.co.uk/bloome-wax-melts-mystical-woods,https://www.amazon.co.uk/dp/B071RDW38K
SPRAY PAINT 300ML BLACK SATIN,"Black Satin Metal Aerosol Spray Paint (250 ml) 1 Piece - Fast Drying, Perfect for Home Projects, Exterior & Interior Applications",EAN,T1,Confirmed,5056170351362.0,5056170351362.0,B0BB8R1HMN,,0.2383333333333332,15.888888888888886,4.93,0.95,1.14,1.73,0.64,,,2.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.29,Exact EAN match (title sim=0.29),https://www.efghousewares.co.uk/spray-paint-300ml-black-satin,https://www.amazon.co.uk/dp/B0BB8R1HMN
PPS NAPKINS 1PLY WHITE 30X30CM 100PCS,"100 SOFT 1 PLY WHITE PAPER NAPKINS - 30cm x 30cm Ideal for cafes, restaurants, bars, parties, bbq's etc",EAN,T1,Confirmed,5030481990441.0,5030481990441.0,B00R68J6DG,,0.2350000000000001,22.38095238095239,5.25,0.5,0.6,2.67,0.42,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.50) vs Amazon price (GBP5.25),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.31,Exact EAN match (title sim=0.31),https://www.efghousewares.co.uk/pps-100-napkins-1ply-white-40x40cm,https://www.amazon.co.uk/dp/B00R68J6DG
XOXO HAAIR BANDS 12PC,"XOXO Hair Bands - Pack Of 12 - Assorted Designs - Perfect For Daily Use, Parties, & Gifts",EAN,T1,Confirmed,5050565566461.0,5050565566461.0,B0CWS75P54,,0.2333333333333339,16.786570743405317,5.92,0.84,1.008,2.42,0.89,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP5.92),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.40,Exact EAN match (title sim=0.40),https://www.efghousewares.co.uk/xoxo-haair-bands-12pc-108291,https://www.amazon.co.uk/dp/B0CWS75P54
AMTECH SDS CHISEL 1 1/4 INCH(250X38MM),"Amtech E0680 32mm (1.25"") x 250mm (10"") SDS Chisel",EAN,T1,Confirmed,5032759025626.0,5032759025626.0,B00ABJQGBM,,0.2333333333333336,9.722222222222232,6.4,1.85,2.22,1.87,0.83,,Available (see Keepa data),3.0,B,Low FBA competition (0 sellers); Low source cost (GBP1.85) vs Amazon price (GBP6.40),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.42,Exact EAN match (title sim=0.42),https://www.efghousewares.co.uk/amtech-sds-chisel-1-1-4-inch-250x38mm-,https://www.amazon.co.uk/dp/B00ABJQGBM
AMTECH NON MARKING MAGNET 5.5INCH,Amtech D4290 140mm Non-Marking Magnetic vice jaw Protectors,EAN,T1,Confirmed,5032759038213.0,5032759038213.0,B09SWH68GM,,0.2199999999999995,4.641350210970454,10.5,4.19,5.0280000000000005,2.42,1.37,,Available (see Keepa data),3.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.61,Exact EAN match (title sim=0.61),https://www.efghousewares.co.uk/amtech-non-marking-magnet-5-5inch-101173,https://www.amazon.co.uk/dp/B09SWH68GM
AMTECH PADLOCK LONG SHACKLE IRON 50MM,Amtech T0708 50mm Long Shackle Rhombic Chrome Plated Iron Padlock,EAN,T1,Not matched,5032759038688.0,,B008BQZGFY,,0.218333333333333,6.738683127572006,7.57,2.69,3.228,1.87,0.98,,,3.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.51,Exact EAN match (title sim=0.51),https://www.efghousewares.co.uk/amtech-padlock-long-shackle-iron-50mm,https://www.amazon.co.uk/dp/B008BQZGFY
TIDYZ COMPOSTABLE 15 BAGS 10LTR,Tidyz 15 x Food Waste Bags Natural Biobags 10 Litre Biodegradable Compostable Kitchen Caddy Liners Bin Liners,EAN,T1,Confirmed,5025364006043.0,5025364006043.0,B07SM7KY45,,0.2150000000000006,18.37606837606843,5.13,0.62,0.744,2.42,0.47,,,7.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.62) vs Amazon price (GBP5.13),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.30,Exact EAN match (title sim=0.30),https://www.efghousewares.co.uk/tidyz-compostable-15-bags-10ltr,https://www.amazon.co.uk/dp/B07SM7KY45
AMTECH MAGNIFICATION TELESCOPIC POCKET MAGNF,"Amtech S2929 Small Handheld Pocket Magnifying Glass with Auto On/Off LED Light, 8x Magnification, Compact Telescopic/Sliding Design, Ideal for Reading, Inspection, Hobbies & Crafts",EAN,T1,Confirmed,5032759037995.0,5032759037995.0,B09V2GJTKM,,0.2050000000000003,6.810631229235891,6.93,2.46,2.952,1.52,1.04,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.33,Exact EAN match (title sim=0.33),https://www.efghousewares.co.uk/amtech-magnification-telescopic-pocket-magnf,https://www.amazon.co.uk/dp/B09V2GJTKM
PPS 2PLY 40 NAPKINS WHITE 40X40CM,"40 LUXURY 2 PLY WHITE PAPER DINNER NAPKINS - 40cm x 40cm Ideal for weddings, christenings, parties, bbq's etc",EAN,T1,Confirmed,5030481990380.0,5030481990380.0,B00PH6Z30O,,0.2033333333333338,14.950980392156897,5.62,0.81,0.972,2.65,0.47,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.81) vs Amazon price (GBP5.62),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.28,Exact EAN match (title sim=0.28),https://www.efghousewares.co.uk/pps-2ply-40-napkins-white-40x40cm,https://www.amazon.co.uk/dp/B00PH6Z30O
GALVANISED TOOL HOOKS 5PC,Rysons Galvanised Tool Hooks 5 pcs,EAN,T1,Confirmed,5056239433336.0,5056239433336.0,B0CGXQ9X1P,,0.2016666666666672,14.50839328537174,6.95,0.84,1.008,2.65,1.55,,,1.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP6.95),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.85,Exact EAN match (title sim=0.85),https://www.efghousewares.co.uk/galvanised-tool-hooks-5pc,https://www.amazon.co.uk/dp/B0CGXQ9X1P
LOCKSMITH PADLOCK LONG SHACKLE 38MM,Green Jem 38mm Long Shackle Padlock,EAN,T1,Confirmed,5034537018448.0,5034537018448.0,B08Y59RL1W,,0.1950000000000007,11.271676300578076,6.12,1.18,1.416,2.41,0.765,,,1.0,B,Low FBA competition (0 sellers); Low source cost (GBP1.18) vs Amazon price (GBP6.12),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.46,Exact EAN match (title sim=0.46),https://www.efghousewares.co.uk/locksmith-padlock-long-shackle-38mm,https://www.amazon.co.uk/dp/B08Y59RL1W
AMTECH WRENCH ADJUSTABLE 8INCH DELUX,"Amtech C1685 200mm (8"") Adjustable Wrench",EAN,T1,Confirmed,5032759025060.0,5032759025060.0,B0039OH6LK,,0.1883333333333341,4.185185185185203,9.13,3.95,4.74,1.73,1.19,,Available (see Keepa data),4.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.62,Exact EAN match (title sim=0.62),https://www.efghousewares.co.uk/amtech-wrench-adjustable-8inch-delux,https://www.amazon.co.uk/dp/B0039OH6LK
MICROFIBRE HAIR WRAP,Luxurious White Microfibre After Shower Hair Wrap Towel - 55cm x 22cm (1 Pc.) - Ultra Absorbent & Quick Drying Hair Turban - Perfect Size for All Hair Types,EAN,T1,Confirmed,5050565432872.0,5050565432872.0,B0BKQRH67J,,0.1883333333333334,12.555555555555564,6.01,0.95,1.14,2.42,0.9,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); High-demand category (personal_care); Low source cost (GBP0.95) vs Amazon price (GBP6.01),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.24,Exact EAN match (title sim=0.24),https://www.efghousewares.co.uk/microfibre-hair-wrap,https://www.amazon.co.uk/dp/B0BKQRH67J
AMTECH PADLOCK HEAVY DUTY 25MM,Amtech XXSEL25 25mm Padlock,EAN,T1,Confirmed,5032759035281.0,5032759035281.0,B005ZUN5ZW,,0.1866666666666666,13.05361305361305,4.46,0.88,1.056,1.52,0.58,,Available (see Keepa data),9.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.49,Exact EAN match (title sim=0.49),https://www.efghousewares.co.uk/amtech-padlock-heavy-duty-25mm,https://www.amazon.co.uk/dp/B005ZUN5ZW
AMTECH PADLOCK RHOMBIC IRON 30MM,Amtech T0703 30mm Rhombic Chrome Plated Iron Padlock,EAN,T1,Confirmed,5032759038633.0,5032759038633.0,B008BQZINO,,0.1866666666666665,9.982174688057032,5.42,1.32,1.584,1.73,0.73,,Available (see Keepa data),4.0,B,Low FBA competition (0 sellers); Low source cost (GBP1.32) vs Amazon price (GBP5.42),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.50,Exact EAN match (title sim=0.50),https://www.efghousewares.co.uk/amtech-padlock-rhombic-iron-30mm,https://www.amazon.co.uk/dp/B008BQZINO
KINGFISHER FOIL 6 DISH & LIDS KCF2,"Kingfisher Foil Food Containers and Lid, Silver, Large, Pack of 6",EAN,T1,Confirmed,5013478557834.0,5013478557834.0,B000XJ59XQ,,0.1816666666666671,12.11111111111114,5.75,0.95,1.14,2.65,0.46,,Available (see Keepa data),4.0,B,Low FBA competition (0 sellers); High-demand category (food_wrap); Low source cost (GBP0.95) vs Amazon price (GBP5.75),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.55,Exact EAN match (title sim=0.55),https://www.efghousewares.co.uk/kingfisher-foil-6-dish-lids-kcf2,https://www.amazon.co.uk/dp/B000XJ59XQ
APOLLO FLOUR SHAKER,"Apollo Glass Flour Shaker 15x8cm, Multi-Colour, 8x15x8",EAN,T1,Confirmed,5026180063821.0,5026180063821.0,B00537PTH4,,0.1783333333333341,11.431623931623982,6.49,1.01,1.212,2.7,0.97,,Available (see Keepa data),6.0,B,Low FBA competition (0 sellers); Low source cost (GBP1.01) vs Amazon price (GBP6.49),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.54,Exact EAN match (title sim=0.54),https://www.efghousewares.co.uk/apollo-flour-shaker,https://www.amazon.co.uk/dp/B00537PTH4
SPRAY PAINT 300ML WHITE GLOSS,"White Gloss Metal Aerosol Spray Paint (250 ml) 1 Piece - Fast Drying, Perfect for Home Projects, Exterior & Interior Applications",EAN,T1,Confirmed,5056170351386.0,5056170351386.0,B0BB8VDVLF,,0.1783333333333341,11.888888888888944,4.99,0.95,1.14,1.83,0.65,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.31,Exact EAN match (title sim=0.31),https://www.efghousewares.co.uk/spray-paint-300ml-white-gloss,https://www.amazon.co.uk/dp/B0BB8VDVLF
SPRAY PAINT 250ML BLACK MATT,"Black Matt Metal Aerosol Spray Paint (250 ml) 1 Piece - Fast Drying, Perfect for Home Projects, Exterior & Interior Applications",EAN,T1,Confirmed,5056170351355.0,5056170351355.0,B0BB8WSK4D,,0.1783333333333341,11.888888888888944,4.99,0.95,1.14,1.83,0.65,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.30,Exact EAN match (title sim=0.30),https://www.efghousewares.co.uk/spray-paint-250ml-black-matt,https://www.amazon.co.uk/dp/B0BB8WSK4D
LISSEAU  DOUBLE SIDED BATHROOM MIRROR,"Double Sided Small Vanity Rotation Bathroom Mirror for Travel, Makeup, Eyebrows, Shaving - 10cm 1x / 3x Magnification - with 360° Transparent Pivot Stand.",EAN,T1,Confirmed,5056175931880.0,5056175931880.0,B0BHX5K882,,0.1783333333333333,12.829736211031175,5.29,0.84,1.008,2.42,0.42,Available (see Keepa data),Available (see Keepa data),5.0,B,Low FBA competition (0 sellers); High-demand category (bathroom/personal_care); Low source cost (GBP0.84) vs Amazon price (GBP5.29),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.31,Exact EAN match (title sim=0.31),https://www.efghousewares.co.uk/lisseau-double-sided-bathroom-mirror-110773,https://www.amazon.co.uk/dp/B0BHX5K882
AMTECH POLYURETHANE FLOAT 280MMX140MM,Amtech G1000 280mm x 140mm Polyurethane Float,EAN,T1,Confirmed,5032759002153.0,5032759002153.0,B001MPRMKI,,0.1750000000000005,4.452926208651412,9.63,3.38,4.056,2.67,1.25,,Available (see Keepa data),3.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.61,Exact EAN match (title sim=0.61),https://www.efghousewares.co.uk/amtech-polyurethane-float-280mmx140mm,https://www.amazon.co.uk/dp/B001MPRMKI
151 DECORATORS TOOLS SANDPAPER WET OR DRY ASSORTED SHEETS PACK OF 8,Wet Or Dry Sandpaper 10Pk,EAN,T1,Confirmed,5053249014203.0,5053249014203.0,B08LKBRLGY,,0.1716666666666668,11.444444444444455,6.65,0.95,1.14,3.01,0.86,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.95) vs Amazon price (GBP6.65),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.35,Exact EAN match (title sim=0.35),https://www.efghousewares.co.uk/151-decorator-tool-sandpaper-wet-dry,https://www.amazon.co.uk/dp/B08LKBRLGY
