SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,Bucket,Unit_Qty_Flag,Unit_Qty_Note,FinReport_NetProfit,Profit_Discrepancy
MAGNETIC NOTICE  BOARD 60X40,Magnetic Whiteboard (60cm x 40cm) (White),5021827120011,5021827120011,B08VGY53JG,6.576,19.99,0.628333333,94.85212825,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.68, shared=1),Brand match: magnetic",TRUE,https://www.efghousewares.co.uk/magnetic-notice-board-60x40,https://www.amazon.co.uk/dp/B08VGY53JG,,Magnetic Notice Board 60X40,B,MATCH,,,NO
ROLSON COMBINATION SLIDE BOLT LOCK,Rolson Heavy Duty Combination Slide Bolt Lock – 120mm 4 digit for added convenience 66509,5029594665094,5029594665094,B0CDBY2VJ3,8.664,21.99,0.628333333,69.44980695,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.56, shared=5),Brand match: rolson",TRUE,https://www.efghousewares.co.uk/rolson-combination-slide-bolt-lock-104985,https://www.amazon.co.uk/dp/B0CDBY2VJ3,,Rolson Combination Slide Bolt Lock 104985,B,MATCH,,,NO
LUMINARC MARTINI COCKTAIL SET 5 PIECE SET,"Creatable 15911 5-Piece Luminarc Cocktail Series Glasses Set, Transparent",883314359374,883314359374,B00D771PBQ,4.368,18.96,0.628333333,124.8210024,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.48, shared=3)",TRUE,https://www.efghousewares.co.uk/luminarc-martini-cocktail-set-5-piece-set-120217,https://www.amazon.co.uk/dp/B00D771PBQ,,Luminarc Martini Cocktail Set 5 Piece Set 120217,B,UNCLEAR,Supplier qty SET 5 exceeds Amazon qty 1; manual review advised.,,NO
DEFENDERS PATH & PATIO CLEANER 2LTR RTU,"Defenders Ready to Use Path and Patio Cleaner, 2L, Ready-to-use Sprayer",5036200129413,5036200129413,B0BYMSZ4PF,4.008,17.13,0.628333333,125.5784062,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.69, shared=4),Brand match: defenders",TRUE,https://www.efghousewares.co.uk/defenders-path-patio-cleaner-2ltr-rtu,https://www.amazon.co.uk/dp/B0BYMSZ4PF,,Defenders Path Patio Cleaner 2Ltr Rtu,B,MATCH,,,NO
WAX/OIL WARMER SILVER CUBE TWIN,Lesser & Pavey Desire Aroma Silver Cube TWN Wax/Oil Warmer For Women & Men | Lovely Designed Wax Melt Burner | Oil & Wax Burner For all Types of Homes or Offices,5010792476902,5010792476902,B09MG33RPQ,1.884,13.53,0.628333333,227.1226415,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=5)",TRUE,https://www.efghousewares.co.uk/wax/oil-warmer-silver-cube-twin-116490,https://www.amazon.co.uk/dp/B09MG33RPQ,,Oil Warmer Silver Cube Twin 116490,B,MATCH,,,NO
BARBEQUE PIZZA SPATULA STAINLESS STEEL,HTI-Living VerDecora BBQ Pizza Spatula,8719202956757,8719202956757,B07RH59V2J,8.724,23.09,0.628333333,60.12361466,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.45, shared=2)",TRUE,https://www.efghousewares.co.uk/barbeque-pizza-spatula-stainless-steel,https://www.amazon.co.uk/dp/B07RH59V2J,,Barbeque Pizza Spatula Stainless Steel,B,MATCH,,,NO
ROLSON BICYCLE REPAIR TOOL KIT 20PC SET,Rolson 40617 20 pc Bike Repair Tool Kit,5029594406178,5029594406178,B07G2JDYPG,2.22,14.24,0.628333333,194.0277778,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.67, shared=4),Brand match: rolson",TRUE,https://www.efghousewares.co.uk/rolson-bicycle-repair-tool-kit-20pc-set,https://www.amazon.co.uk/dp/B07G2JDYPG,,Rolson Bicycle Repair Tool Kit 20Pc Set,B,MATCH,,,NO
HOBBY PLATE,"Made in Turkey, Divided Square Plate - 3 Pack (Purple, Blue and White Color)",8694064007376,8694064007376,B01GSFG30G,0.852,14.99,0.628333333,181.0511215,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.17, shared=1)",TRUE,https://www.efghousewares.co.uk/hobby-plate,https://www.amazon.co.uk/dp/B01GSFG30G,,Hobby Plate,B,MISMATCH_ADJUST,Adjusted for Amazon qty 3 vs supplier qty 1; profit updated to 4.63.,,NO
MOMENTS STANDING PLAQUE - DAD,"""Dad"" Sentimental Moments Message Plaque Freestanding Or Hanging Gift MO113",5017224959767,5017224959767,B0B4B6Y126,5.364,17.99,0.628333333,90.67065073,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.40, shared=3)",TRUE,https://www.efghousewares.co.uk/moments-standing-plaque-dad-114758,https://www.amazon.co.uk/dp/B0B4B6Y126,,Moments Standing Plaque Dad 114758,B,MATCH,,,NO
SCENTED PILLAR CANDLE 15CM 4 ASSTD SCENTS,SCENTED PILLAR CANDLE 15CM 4 ASSORTED SCENTS,5050565549907,5050565549907,B0CPLNBFM8,1.812,12.69,0.628333333,219.3567961,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.96, shared=5),Brand match: scented",TRUE,https://www.efghousewares.co.uk/scented-pillar-candle-15cm-4-asstd-scents-120070,https://www.amazon.co.uk/dp/B0CPLNBFM8,,Scented Pillar Candle 15Cm 4 Asstd Scents 120070,B,MATCH,,,NO
"JACK RUSSELL MUG, COASTER & TRAY","Lesser & Pavey Coaster, Tray & Mug Set | Coffee Table Tray, Mugs & Coasters Set Perfect For Any Home or Office | Jack Russ Tea & Coffee Mug With Tray & Coast Set - Sarah Boddy",5010792956138,5010792956138,B0CMR6XWRD,2.22,11.99,0.628333333,175.4861111,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=4)",TRUE,https://www.efghousewares.co.uk/jack-russell-mug-coaster-tray-116516,https://www.amazon.co.uk/dp/B0CMR6XWRD,Available (see Keepa data),Jack Russell Mug Coaster Tray 116516,B,MATCH,,,NO
ROLSON BRICK PROFILE CLAMP 330MM,Rolson Brick Profile Clamp 300mm Max Opening with Thumb Screw 52604,5029594526043,5029594526043,B0CNND3QPN,3.564,13.99,0.628333333,113.0563447,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.63, shared=4),Brand match: rolson",TRUE,https://www.efghousewares.co.uk/rolson-brick-profile-clamp-330mm-104933,https://www.amazon.co.uk/dp/B0CNND3QPN,,Rolson Brick Profile Clamp 330Mm 104933,B,MATCH,,,NO
ALBERO SPONGE HOLDER,PlasticForte Sink Caddy With Ring Holder Kitchen Toilet Storage Organizer Sponge Soap Tray (turquoise),8414926112587,8414926112587,B00VQ2VM6M,0.9,8.88,0.628333333,297.6923077,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=2)",TRUE,https://www.efghousewares.co.uk/albero-sponge-holder,https://www.amazon.co.uk/dp/B00VQ2VM6M,,Albero Sponge Holder,B,MATCH,,,NO
MR & MRS FRAME 8X10,Lesser & Pavey Mr & Mrs Frame 8x10 Photo Frame for Gift | Lovely Picture Frames for Unforgettable Memories' | Ideal for Special Occasions - Madelaine by Hearts Design,5010792497303,5010792497303,B0C2DD51NF,3.696,13.99,0.628333333,106.0146924,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.20, shared=3)",TRUE,https://www.efghousewares.co.uk/mr-mrs-frame-8x10-111951,https://www.amazon.co.uk/dp/B0C2DD51NF,,Mr Mrs Frame 8X10 111951,B,MATCH,,,NO
"FRENCHIE MUG, COASTER & TRAY","Lesser & Pavey Coaster, Tray & Mug Set | Coffee Table Tray, Mugs & Coasters Set Perfect For Any Home or Office | Frenchie Tea & Coffee Mug With Tray & Coast Set - Sarah Boddy",5010792956183,5010792956183,B0CMR5YVK6,2.22,11.4,0.628333333,157.0833333,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=4)",TRUE,https://www.efghousewares.co.uk/frenchie-mug-coaster-tray-116504,https://www.amazon.co.uk/dp/B0CMR5YVK6,Available (see Keepa data),Frenchie Mug Coaster Tray 116504,B,MATCH,,,NO
STORAGE BAG NON WOVEN UNDER BED,Rysons Non Woven Under Bed Storage Bag 90X40X15cm,5056239423542,5056239423542,B0CJLXRH1R,1.608,11,0.628333333,184.7442681,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=6)",TRUE,https://www.efghousewares.co.uk/storage-bag-non-woven-under-bed-105746,https://www.amazon.co.uk/dp/B0CJLXRH1R,,Storage Bag Non Woven Under Bed 105746,B,MATCH,,,NO
GARDEN SEEDER POTS BIODEGRADABLE 6x6CM SET OF 14,PROGARDEN Cultivation Pots 6 x 6 cm Cardboard Pack of 14 – Biodegradable Plant Pots Square – Growing Pots for Plant Growing – Natural,8720573968591,8720573968591,B0D49VL4K2,0.792,9.99,0.628333333,285.6404959,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.38, shared=2)",TRUE,https://www.efghousewares.co.uk/bio-degradble-seeding-pots-14pc-119503,https://www.amazon.co.uk/dp/B0D49VL4K2,,Bio Degradble Seeding Pots 14Pc 119503,B,MATCH,,,NO
KITCH SQUARE CONTAINERS 250ML & 400ML 2PCE SET,KITCH SQUARE CONTAINERS 250ML & 400ML 2PCE SET,5055706650009,,B0CV2X9NSF,1.056,9.99,0.628333333,226.3111888,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=1.00, shared=6),Brand match: kitch",FALSE,https://www.efghousewares.co.uk/kitch-2-square-containers-250ml-400ml,https://www.amazon.co.uk/dp/B0CV2X9NSF,,Kitch 2 Square Containers 250Ml 400Ml,B,MATCH,,,NO
PAN AROMA AIR FRESHENER SOLID GEL VANILLA BEAN 190G,Pan Aroma Gel Air Freshener (Vanilla Bean),5053249265292,,B0D4RF5VJ2,1.08,9.99,0.628333333,221.8103448,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.79, shared=7),Brand match: pan",FALSE,https://www.efghousewares.co.uk/pan-aroma-gel-air-freshener-vanilla-bean-190gm-111219,https://www.amazon.co.uk/dp/B0D4RF5VJ2,,Pan Aroma Gel Air Freshener Vanilla Bean 190Gm 111219,B,MATCH,,,NO
SECURIT EURO LOCK HANDLE 150MM ALUMINIUM,ALU Euro Lock HDLS 150MM S3080,5019923130805,5019923130805,B00JFY5YKI,4.572,15.1,0.628333333,73.70030581,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.63, shared=3)",TRUE,https://www.efghousewares.co.uk/securit-euro-lock-handle-150mm-aluminium,https://www.amazon.co.uk/dp/B00JFY5YKI,,Securit Euro Lock Handle 150Mm Aluminium,B,MATCH,,,NO
SMART CHOICE DOG LEAD 3 ASSORTED COLOURS LARGE 120x2.5CM,Smart Choice Large Dog Lead 1.2m - 3 assorted colours,5052516106412,5052516106412,B08CF235H7,1.944,10.99,0.628333333,147.6766513,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.75, shared=7),Brand match: smart",TRUE,https://www.efghousewares.co.uk/smart-choice-lead-fabric-lrg-asstd-30-9,https://www.amazon.co.uk/dp/B08CF235H7,,Smart Choice Lead Fabric Lrg Asstd 30 9,B,MATCH,,,NO
COOPER & PALS TENNIS BAL LAUNCHER,Cooper & Pals Tennis Ball Launcher,5056175986996,5056175986996,B0DV6J11L8,1.14,11.99,0.628333333,213.4444444,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.98, shared=4),Brand match: cooper",TRUE,https://www.efghousewares.co.uk/cooper-pals-tennis-bal-launcher-110782,https://www.amazon.co.uk/dp/B0DV6J11L8,Available (see Keepa data),Cooper Pals Tennis Bal Launcher 110782,B,MATCH,,,NO
ROLSON COB MAGNIFIER WITH LIGHT,"Rolson 60340 COB Magnifier Light, Black",5029594603409,5029594603409,B077HSJ1MV,4.908,16.99,0.628333333,68.9295977,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.75, shared=4),Brand match: rolson",TRUE,https://www.efghousewares.co.uk/rolson-cob-magnifier-with-light,https://www.amazon.co.uk/dp/B077HSJ1MV,,Rolson Cob Magnifier With Light,B,MATCH,,,NO
SOVEREIGN TROUGH 70CM TERRACOTTA,Sovereign Trough 70cm Terracotta,5014348210958,5014348210958,B00M49GZAY,5.352,14.99,0.628333333,63.83067199,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: sovereign",TRUE,https://www.efghousewares.co.uk/sovereign-trough-70cm-terracotta-104431,https://www.amazon.co.uk/dp/B00M49GZAY,,Sovereign Trough 70Cm Terracotta 104431,B,MATCH,,,NO
LITTLE SNAPPERS,HTI kids childs shark fishing game catch the sharks toy Christmas stocking filler,5050837548812,5050837548812,B089NFDR5R,1.344,9.99,0.628333333,191.3922156,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.21, shared=0)",TRUE,https://www.efghousewares.co.uk/little-snappers-111379,https://www.amazon.co.uk/dp/B089NFDR5R,,Little Snappers 111379,B,MATCH,,,NO
MILESTONES SILVERPLATED TRINKET BOX WITH CRYSTAL 18,,5017224889002,5017224889002,B088KPDZGT,6.72,15.94,0.628333333,51.76151762,,,0,TIER_1_VERIFIED,10,"TITLE_MISMATCH,BRAND_MISMATCH","Exact EAN match (checksum verified),Very weak title match (sim=0.08, shared=0)",TRUE,https://www.efghousewares.co.uk/milestones-silverplated-trinket-box-with-crystal-18-114740,https://www.amazon.co.uk/dp/B088KPDZGT,,Milestones Silverplated Trinket Box With Crystal 18 114740,B,MATCH,,,NO
PAN AROMA SCENT CRYSTALS LAVEANDER GARDEN 180G,Pan Aroma Scent Crystals Lavender Garden/Pure Cotton/Patchouli & Musk Pack Of 3.,5053249270494,,B0DF84HGDC,1.08,12.99,0.628333333,98.1867284,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.67, shared=5),Brand match: pan",FALSE,https://www.efghousewares.co.uk/pan-aroma-scent-crystals-180gm-laveander-garden-111231,https://www.amazon.co.uk/dp/B0DF84HGDC,,Pan Aroma Scent Crystals 180Gm Laveander Garden 111231,B,MISMATCH_ADJUST,Adjusted for Amazon qty 3 vs supplier qty 1; profit updated to 3.18.,,NO
ULTRATAPE FRAGILE RED/WHITE  PK6,RED/White 33M PK6,5027785809197,5027785809197,B00F4LH10C,6.984,18.99,0.628333333,49.21507064,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=3)",TRUE,https://www.efghousewares.co.uk/ultratape-fragile-red/white-pk6-3023,https://www.amazon.co.uk/dp/B00F4LH10C,,White Pk6 3023,B,MATCH,,,NO
"DACHSHUND MUG, COASTER & TRAY","Lesser & Pavey Coaster, Tray & Mug Set | Coffee Table Tray, Mugs & Coasters Set Perfect for Any Home or Office",5010792956206,5010792956206,B0CMRQFHM6,2.22,11.99,0.628333333,127.9861111,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.23, shared=3)",TRUE,https://www.efghousewares.co.uk/dachshund-mug-coaster-tray-116505,https://www.amazon.co.uk/dp/B0CMRQFHM6,,Dachshund Mug Coaster Tray 116505,B,MATCH,,,NO
151 WASHING BAG 2PK,VivaMK Virucidal Cleaner,5053249235684,5053249235684,B08BY3Q1NB,1.14,8,0.628333333,204.4444444,,,0,TIER_1_VERIFIED,10,"TITLE_MISMATCH,BRAND_MISMATCH","Exact EAN match (checksum verified),Very weak title match (sim=0.14, shared=0)",TRUE,https://www.efghousewares.co.uk/151-washing-bag-2pk-19-4,https://www.amazon.co.uk/dp/B08BY3Q1NB,,151 Washing Bag 2Pk 19 4,B,UNCLEAR,Supplier qty 2PK exceeds Amazon qty 1; manual review advised.,,NO
HOBBY RATTAN PEDAL BIN 21LTR,HOBBY LIFE 21 Litre Plastic No 3 Rattan Pedal Dustbin,8694064009172,8694064009172,B00KWFBOYY,10.38,25.64,0.628333333,33.33333333,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.54, shared=3),Brand match: hobby",TRUE,https://www.efghousewares.co.uk/hobby-rattan-pedal-bin-21ltr,https://www.amazon.co.uk/dp/B00KWFBOYY,,Hobby Rattan Pedal Bin 21Ltr,B,MATCH,,,NO
ACCTIM CAMILLE SAGE ALARM CLOCK,Acctim Camille Analogue Alarm Clock Quartz Luminous Hands Chrome Bezel (Sage),5012562154652,5012562154652,B0C5JWKYMF,8.736,17.95,0.628333333,38.80374628,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=5),Brand match: acctim",TRUE,https://www.efghousewares.co.uk/acctim-camille-sage-alarm-clock-121996,https://www.amazon.co.uk/dp/B0C5JWKYMF,Available (see Keepa data),Acctim Camille Sage Alarm Clock 121996,B,MATCH,,,NO
DAEWOO TIMER 7 DAY PLUG IN,Connect IT 7 Day Plug-in Timer,5024996153095,5024996153095,B004V9BF8M,3.768,12.99,0.628333333,81.97831978,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=3)",TRUE,https://www.efghousewares.co.uk/daewoo-timer-7-day-plug-in,https://www.amazon.co.uk/dp/B004V9BF8M,,Daewoo Timer 7 Day Plug In,B,MATCH,,,NO
MILESTONES BEER GLASS 18TH BIRTHDAY,Birthday Pint Beer Glass with Silver Detail - 18,5017224977327,5017224977327,B0C37NT5XX,5.976,16.9,0.628333333,54.49065702,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.54, shared=3)",TRUE,https://www.efghousewares.co.uk/milestones-beer-glass-18th-birthday-114807,https://www.amazon.co.uk/dp/B0C37NT5XX,,Milestones Beer Glass 18Th Birthday 114807,B,MATCH,,,NO
TOILET PLUNGER,ADORN Sink Plunger with 225mm (9 inch) Plastic Handle 110mm (4.25 inch) - Hanging Hoop - Toilet Plunger - Builders Choice,6923456783249,6923456783249,B07BVLXYKF,0.804,9.3,0.628333333,242.4180328,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.22, shared=2)",TRUE,https://www.efghousewares.co.uk/toilet-plunger-113669,https://www.amazon.co.uk/dp/B07BVLXYKF,,Toilet Plunger 113669,B,MATCH,,,NO
NAGCHAMPA INCENSE HOLDER LARGE,JRose Collections Wooden Nagchampa Incense Joss Stick Cone Holder Smoke Box Made by Rosewood with 10 Satya Incense Sticks,5024418350699,5024418350699,B0BX72TDJD,2.82,11.24,0.628333333,100.5747126,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.37, shared=3)",TRUE,https://www.efghousewares.co.uk/nagchampa-incense-large,https://www.amazon.co.uk/dp/B0BX72TDJD,,Nagchampa Incense Large,B,MATCH,,,NO
MATRESS COVER KING SIZE,Mattress Cover King Size,6923456801561,6923456801561,B072J2Q8D9,1.272,9.77,0.628333333,180.1501035,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.98, shared=3)",TRUE,https://www.efghousewares.co.uk/matress-cover-king-size,https://www.amazon.co.uk/dp/B072J2Q8D9,,Matress Cover King Size,B,MATCH,,,NO
DIFFUSER POMEGRANATE 500ML,Lesser & Pavey Desire Aroma Pomegranate Noir 500ml Reed Diffuser For Home Fragrance | Air Freshener Aromatherapy Diffuser For Stress Relief | Diffusers For Home Gift For Women & Men,5010792743035,5010792743035,B0DP53H1T7,8.4,18,0.628333333,37.8807947,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.21, shared=3)",TRUE,https://www.efghousewares.co.uk/diffuser-pomegranate-500ml-124033,https://www.amazon.co.uk/dp/B0DP53H1T7,Available (see Keepa data),Diffuser Pomegranate 500Ml 124033,B,MATCH,,,NO
PAINT FACTORY HAIR SPRAY GLITTER 200ML,"Paint Factory Special Occasions Glitter Effect Hair Spray, Assorted Colours, 200 ml",5055319555098,5055319555098,B013QZ6GB2,0,7.95,0.628333333,488.1818182,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=5),Brand match: paint",TRUE,https://www.efghousewares.co.uk/paint-factory-hair-spray-glitter,https://www.amazon.co.uk/dp/B013QZ6GB2,,Paint Factory Hair Spray Glitter,B,MATCH,,,NO
PLAY MAT AND VEHICLE SET ASSORTED,KandyToys Car Play Mat | Car Play Mat with Sign and Traffic Cone | Assorted Designs,5033849927967,5033849927967,B0D8WN7QS8,4.284,12.99,0.628333333,64.83616505,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.46, shared=3)",TRUE,https://www.efghousewares.co.uk/play-mat-and-vehicle-set-assorted-118893,https://www.amazon.co.uk/dp/B0D8WN7QS8,,Play Mat And Vehicle Set Assorted 118893,B,MATCH,,,NO
"PUG MUG, COASTER & TRAY","Lesser & Pavey Coaster, Tray & Mug Set | Coffee Table Tray, Mugs & Coasters Set Perfect for Any Home or Office | Tea & Coffee Pug Mug with Tray & Coaster Set – Sarah Boddy",5010792956145,5010792956145,B0CMR77TSF,2.22,11.4,0.628333333,111.25,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.16, shared=4)",TRUE,https://www.efghousewares.co.uk/pug-mug-coaster-tray-116503,https://www.amazon.co.uk/dp/B0CMR77TSF,,Pug Mug Coaster Tray 116503,B,MATCH,,,NO
LOTUS FLOWER EDT 100ML POUR FEMME EACH,Lotus Flower Womens Eau de Toilette e100ml Pour Femme Christmas Xmas Gift Set for Her,5055170260377,5055170260377,B07K8PN9H4,2.148,9.99,0.628333333,113.8888889,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=4),Brand match: lotus",TRUE,https://www.efghousewares.co.uk/lotus-flower-edt-100ml-pour-femme-each-110196,https://www.amazon.co.uk/dp/B07K8PN9H4,Available (see Keepa data),Lotus Flower Edt 100Ml Pour Femme Each 110196,B,MATCH,,,NO
TIGER HAND TALLY COUNTER,Tiger Stationery Tally Counter (One Size) (Silver),5016873015367,5016873015367,B0D1PQ6XFZ,2.196,10.5,0.628333333,111.2394958,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.63, shared=3),Brand match: tiger",TRUE,https://www.efghousewares.co.uk/tiger-hand-tally-counter,https://www.amazon.co.uk/dp/B0D1PQ6XFZ,,Tiger Hand Tally Counter,B,MATCH,,,NO
DRAIN MOLE UNBLOCKER 45CM,JIATING DRAIN MOLE UNBLOCKING TWISTER,5056239424006,5056239424006,B09X626NNK,1.008,8.99,0.628333333,184.7422062,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.65, shared=2)",TRUE,https://www.efghousewares.co.uk/drain-mole-unblocker-45cm,https://www.amazon.co.uk/dp/B09X626NNK,,Drain Mole Unblocker 45Cm,B,MATCH,,,NO
SECURIT MACHINE SCREWS.NUTS+WASHERS M4X25MM,"Kitemarked Thumb Turn Euro Cylinder Lock, KEYED Alike 40/55mm Nickel, Anti-snap, Anti-Bump, Anti-Pick, Anti-Pull, Anti-Drill, ‘Secured by Design’ Police Preferred",5019923184037,5019923184037,B007VMWKOE,0.936,9.79,0.628333333,185.5889724,,,0,TIER_1_VERIFIED,10,"TITLE_MISMATCH,BRAND_MISMATCH","Exact EAN match (checksum verified),Very weak title match (sim=0.15, shared=0)",TRUE,https://www.efghousewares.co.uk/securit-machine-screws-nuts-washers-m4x25mm,https://www.amazon.co.uk/dp/B007VMWKOE,,Securit Machine Screws Nuts Washers M4X25Mm,B,MATCH,,,NO
